Name,WikidataID
Richtje,Q21147261
Richtsje,Q115640824
Richwin,Q22694622
Richárd,Q15720943
Riché,Q61678007
Rici,Q96656953
Ricieri,Q112206131
Rick,Q18073734
Ricka,Q106145786
Rickard,Q22293445
Rickards,Q50383290
Rickchen,Q106145788
Ricke,Q106145787
Rickelind,Q110468102
Ricken,Q98777154
Ricketts,Q47103421
Rickey,Q28701948
Ricki,Q110220192
Rickie,Q28401196
Rickmann,Q110463535
Rickmer,Q112257337
Rickson,Q37428513
Rickwart,Q110419747
Ricky,Q15720948
Ricky-Jade,Q72225049
Rico,Q18180064
Ricu,Q16909155
Ricus,Q18608195
Ricyo,Q96656957
Rida,Q116367499
Rida,Q83499469
Ridaw,Q96652022
Riddell,Q30126743
Ridder,Q112055974
Riddhi,Q102282538
Riddhi,Q111751556
Riddiford,Q110401164
Riddle,Q76831283
Rider,Q78670848
Ridgard,Q114204019
Ridge,Q111968935
Ridgely,Q30243241
Ridgeway,Q113128005
Ridgway,Q68151975
Ridha,Q19970541
Ridhwan,Q26741561
Ridi,Q75556545
Ridjaal,Q112274214
Ridley,Q51844734
Ridolfino,Q112039973
Ridolfo,Q23309594
Ridout,Q89844945
Ridsdale,Q114151769
Ridvan,Q2151888
Ridwan,Q26741561
Ridà,Q2147259
Rie,Q7333047
Rieca,Q21148427
Riecke,Q106145789
Rieckmann,Q110454874
Riefke,Q106145790
Riego,Q111038502
Riejanne,Q114830538
Rieka,Q21143623
Rieke,Q116167196
Riekele,Q21148429
Riekje,Q114366638
Rieko,Q7333107
Rieks,Q113207936
Riel,Q98777155
Riele,Q70950004
Riem,Q56115168
Riemer,Q21148431
Riemers,Q112670064
Riemert,Q21147262
Riemke,Q21143377
Rien,Q2480888
Riena,Q21146261
Rienette,Q105393717
Rienk,Q21056456
Rienkje,Q21144033
Rientje,Q21147263
Rients,Q21147264
Rienus,Q21144035
Rienzi,Q105415538
Ries,Q29709172
Riet,Q18182617
Rieti,Q20379240
Rietje,Q78241592
Riettu,Q61957817
Rieuwert,Q21147265
Rieves,Q71622055
Rifa'ah,Q116365182
Rifaat,Q116367500
Rifat,Q23049788
Rifcati,Q65767804
Riff,Q86588324
Riffat,Q19902090
Riffat,Q116367501
Rifka,Q20000786
Rifke,Q106145791
Rifqah,Q113483021
Rifty,Q116039838
Rigardus,Q21147266
Rigaud,Q107588194
Rigaw,Q96653789
Rigaw,Q96654960
Rigby,Q50382516
Rigels,Q98688122
Rigen,Q114769233
Rigg,Q105501484
Riggs,Q97751195
Righteous,Q63244406
Rigmor,Q4569413
Rignall,Q111678418
Rigo,Q60606834
Rigobert,Q9324391
Rigoberta,Q32827954
Rigoberto,Q27891282
Rigonda,Q48719076
Rigone,Q98103280
Rigtje,Q21144036
Riguccio,Q110681325
Rihab,Q116365183
Rihab,Q3901842
Riham,Q66123914
Rihana,Q116367502
Rihang,Q96675755
Rihanna,Q17136804
Rihard,Q15721563
Riharda,Q20523538
Rihards,Q7333907
Rihaw,Q96675756
Rihawa,Q96654961
Riho,Q106539062
Riho,Q46508274
Riho-Bruno,Q50375325
Rihoko,Q115631648
Rihwa,Q96654962
Riichi,Q7333922
Riikka,Q11890704
Riin,Q16280906
Riina,Q18760950
Riinu,Q110867570
Riita-Liisa,Q110793865
Riitta,Q18760951
Riitta-Leena,Q96631880
Riitta-Liisa,Q68675136
Riivo,Q31274545
Rija,Q28751233
Rijad,Q20002273
Rijada,Q20523547
Rijal,Q113041356
Rijana,Q20523556
Rijat,Q19968322
Rijcklof,Q114918897
Rijer,Q21148432
Rijin,Q110920910
Rijja,Q116367503
Rijk,Q21142159
Rijka,Q21144037
Rijkele,Q42714703
Rijkje,Q21142562
Rijklof,Q62757817
Rijmert,Q21147267
Rijmpje,Q21143255
Rijn,Q21144039
Rijna,Q21143256
Rijnard,Q21148433
Rijnardus,Q21143257
Rijnbrandina,Q115031444
Rijnburgje,Q21148434
Rijnder,Q21148435
Rijndert,Q21143624
Rijnerus,Q21143379
Rijnhard,Q21147268
Rijnier,Q21143186
Rijnouda,Q21148436
Rijntje,Q21142214
Riju,Q96654963
Rik,Q48817955
Rik,Q69523622
Rik,Q21031108
Rika,Q12800207
Rika,Q50817637
Rika,Q50730557
Rika,Q96675758
Rikah,Q96675759
Rikako,Q28197155
Rikard,Q2604027
Rikarda,Q1249193
Rikardo,Q28751134
Rikaw,Q96653790
Rikaw,Q96675760
Rikchen,Q106145793
Rike,Q2152984
Rikel,Q106145792
Riken,Q106580843
Riker,Q110652656
Rikey,Q16424479
Rikhard,Q15728186
Rikharð,Q15722185
Rikharður,Q16424355
Riki,Q12800206
Riki,Q114842036
Riki,Q112576376
Rikic,Q96656959
Rikichi,Q7334046
Riking,Q96656961
Rikio,Q85847071
Rikit,Q96653791
Rikiya,Q50367840
Rikiya,Q101734251
Rikje,Q21147269
Rikka,Q3482009
Rikke,Q1737333
Rikkert,Q105604805
Rikki,Q25114737
Rikkos,Q98446332
Rikky,Q21400916
Riko,Q116437094
Riko,Q58785536
Riko,Q12800208
Rikst,Q107736324
Rikste,Q21148437
Riksterus,Q62758144
Rikstus,Q117379728
Riku,Q7334111
Rikus,Q111386726
Rikuto,Q107969319
Riky,Q111052224
Riland,Q96304725
Rildo,Q21286094
Rilee,Q106839080
Riley,Q2153054
Rilind,Q20000789
Rille,Q108613796
Rim,Q60642522
Rim,Q18699304
Rim,Q28916407
"Rim, Reem",Q116367504
Rima,Q1565914
Rima,Q107313198
"Rima, Reema",Q116367506
Rimah,Q65032868
Rimandas,Q2153165
Rimantas,Q2153185
Rimante,Q2153194
Rimants,Q48773497
Rimantė,Q2153194
Rimas,Q2153208
Rimbert,Q116414011
Rime,Q110732982
Rime,Q61654570
Rimer,Q35807301
Rimeta,Q30128551
Rimgaudas,Q1658221
Rimhak,Q117351051
Rimi,Q97751469
Rimi,Q113460416
Rimke,Q21146262
Rimma,Q55659250
Rimma,Q20669663
Rimma,Q107313091
Rimmer,Q110139209
Rimo,Q111694014
Rimom,Q110829863
Rimon,Q110829863
Rimsha,Q116367507
Rimtautas,Q22696374
Rimundas,Q20757663
Rimus,Q96656963
Rimut,Q96656965
Rimute,Q22683131
Rimutis,Q19299174
Rimutė,Q22683131
Rimuy,Q96654964
Rimuy,Q96656967
Rimvydas,Q1391339
Rin,Q69512959
Rin,Q16424518
Rin,Q16882089
Rin-a,Q104722547
Rina,Q114677197
Rina,Q65280872
Rina,Q114677282
Rina,Q114677360
Rina,Q97961814
Rina,Q57233994
Rina,Q2724050
Rinal,Q29569478
Rinalda,Q48780274
Rinaldina,Q104621465
Rinaldo,Q15141524
Rinalds,Q48780253
Rinang,Q96653792
Rinardo,Q117610407
Rinat,Q7334582
Rincon,Q42867331
Rindert,Q21148438
Rindy,Q98777156
Rineke,Q26849507
Rinella,Q104620507
Rineo,Q108040521
Rinesa,Q20000787
Rinetta,Q104621463
Ring,Q69508653
Ring,Q104531201
Ring-haï,Q100839578
Ringa,Q102226587
Ringah,Q96656969
Ringaudas,Q19299179
Ringland,Q112782373
Ringo,Q114342394
Ringo,Q31841743
Ringolds,Q48716795
Rini,Q20926394
Rinia,Q89343643
Rinie,Q65112987
Rinjish,Q16280918
Rinju,Q116573706
Rink,Q21146263
Rinke,Q21148439
Rinki,Q96656972
Rinkje,Q21147270
Rinko,Q7335057
Rinna,Q47818404
Rinna,Q11890823
Rinnah,Q94572574
Rinne,Q55770885
Rinnert,Q21148440
Rino,Q85847073
Rino,Q203150
Rinor,Q20000114
Rinse,Q21143105
Rinshô,Q61827541
Rinsina,Q21148441
Rinske,Q21142897
Rintarō,Q96103768
Rintje,Q21144044
Rintsje,Q21148442
Rinuccia,Q104621462
Rinus,Q7335114
Riny,Q80106979
Rinze,Q21142951
Rio,Q115468431
Rio,Q19968323
Rion,Q20000634
Rion,Q58785534
Riona,Q16292881
Riordan,Q110816939
Riou,Q113128168
Rip,Q30669999
Rip,Q69511226
Rip,Q1868650
Ripa,Q110275969
Ripak,Q96675761
Ripalta,Q109735279
Ripax,Q96675762
Ripley,Q27670177
Ripon,Q111335435
Ripon,Q96650819
Rippey,Q114976279
Rippiner,Q51630689
Rippon,Q113128097
Ripszima,Q106856715
Riqui,Q64584904
Riquna,Q85084032
Riran,Q96675763
Riri,Q81905845
Riri,Q96656973
Ririka,Q58785540
Ririko,Q58785541
Ririw,Q96650820
Risa,Q16280931
Risaburō,Q106674419
Risaburō,Q85847076
Risako,Q28197149
Risay,Q96656974
Risay,Q96675765
Rise,Q21286599
Risha,Q111981851
Rishab,Q117480357
Rishard,Q85296114
Rishi,Q20000952
Rishi Jahnu,Q7336039
Rishikesh,Q113039779
Risi,Q96653793
Riske,Q101427541
Rislene,Q3433150
Risley,Q51954491
Rista,Q37187046
Ristananna,Q115608632
Riste,Q113248458
Risten,Q115119038
Ristiina,Q106886677
Ristiinná,Q115120927
Ristin,Q62099459
Risto,Q8095613
Risto-Veikko,Q98106194
Ristomatti,Q110813632
Rit,Q66936294
Rita,Q1094218
Rita,Q98544746
Rita Maria,Q66110678
Ritamaria,Q112233785
Ritanna,Q111512986
Ritch,Q98777157
Ritchie,Q19997439
Ritma,Q48774220
Rito,Q65767805
Rito,Q104545989
Ritok,Q96675766
Ritske,Q110412982
Ritsuko,Q7336794
Ritsuo,Q114879740
Ritsuro,Q56706524
Ritsuzō,Q99654615
Ritta,Q30091050
Ritter,Q98839159
Rittika,Q117354154
Ritu,Q96656976
Ritu,Q19857253
Ritug,Q96654965
Rituk,Q96654966
Rituk,Q96675767
Rituk,Q96655426
Rituk,Q96656977
Ritung,Q96656978
Rituo,Q111804412
Rituparna,Q105459623
Ritus,Q96656979
Ritushree,Q110310389
Ritva,Q10655899
Ritvaldis,Q48720474
Ritvars,Q48774037
Ritwik (given name),Q104829915
Ritza,Q99313331
Riulf,Q67720854
Riv,Q46608935
Riva,Q98777158
Rivailda,Q108765497
Rivaldo,Q108597971
Riven,Q113561895
River,Q66103377
Rivera,Q113141741
Rivers,Q65588678
Rivers,Q111813224
Riversdale,Q41114291
Rives,Q29653375
Rivka,Q20000085
Rivkah,Q7338952
Rivo,Q43387711
Riwa,Q96654967
Riwa,Q96653794
Riwanon,Q18415203
Riwka,Q106145794
Rix,Q110823866
Rixt,Q578976
Rixtinus,Q113336636
Riya,Q110008168
Riyad,Q61750247
Riyad,Q63929806
"Riyad, Riyadh",Q116365184
Riyan,Q96675768
Riyasat,Q116365185
Riyax,Q96675770
Riyax,Q96656980
Riyin,Q96656981
Riyo,Q56877855
Riyo,Q96652031
Riyong,Q96675771
Riyuk,Q96656982
Riyāḍ,Q111285343
Riyō,Q56877863
Riza,Q20000956
Rizal,Q113771788
Rizalino,Q84178235
Rizalito,Q111018244
Rizalyn,Q65614059
Rizgin,Q106451235
Rizia,Q25447215
Riziera,Q104621461
Riziero,Q3938076
Riziki,Q30124687
Rizq,Q116365186
Rizqin,Q116367509
Rizvy,Q112017812
Rizwan,Q23049727
Rizwana,Q64582590
Rizwana,Q116367510
Rizwanul,Q106825699
Rizzarda,Q104620439
Rizziera,Q104621459
Riçard,Q1249148
Riëtte,Q105700924
Ričardas,Q1775290
Ričards,Q48718820
Rišards,Q48718831
Ri’ing,Q96675757
Rjó,Q7385582
Rjódži,Q29582084
Rjóhei,Q7385588
Rjóiči,Q29576595
Rjóiči,Q29576579
Rjóiči,Q29576599
Rjóiči,Q29576574
Rjóiči,Q29576571
Rjóiči,Q29576609
Rjóiči,Q29576604
Rjóiči,Q29576591
Rjóiči,Q3454080
Rjóiči,Q29576587
Rjóiči,Q29576614
Rjóiči,Q29576601
Rjóiči,Q29576583
Rjóka,Q7385598
Rjóko,Q3453970
Rjóma,Q9071518
Rjósuke,Q7385605
Rjótaró,Q7385612
Rjúdzsi,Q7385622
Rjúdži,Q7385622
Rjúgo,Q113243533
Rjúhei,Q7385618
Rjúicsi,Q7385619
Rjúiči,Q7385619
Rjúko,Q65038195
Rjúnosuke,Q7385629
Rjúsei,Q7385633
Rjúsuke,Q7385640
Rjúta,Q7385641
Rjútaró,Q7385648
Rjúzó,Q16281082
Rki,Q96656983
Rkia,Q96105109
Rku,Q96654968
Rnak,Q96675772
Rngos,Q96650821
Ro,Q64008609
Ro,Q69513362
Ro-Shaun,Q72470582
Ro-Velly,Q110250223
Ro-geon,Q69515076
Ro-han,Q69515129
Ro-hun,Q69515143
Ro-jun,Q69515105
Ro-min,Q69515095
Roach,Q53673023
Roald,Q1646751
Roan,Q18924979
Roana,Q101413560
Roanna,Q98473598
Roanne,Q65505312
Roar,Q668036
Roarie,Q104154053
Roark,Q98777159
Roarke,Q107555124
Rob,Q1795088
Robabeh,Q115869349
Robard,Q116200159
Robarts,Q107636922
Robartus,Q21143259
Robat,Q21877219
Robaw,Q96653274
Robb,Q28439854
Robbart,Q21146264
Robbe,Q26690114
Robbert,Q21056413
Robbertus,Q21148443
Robbi,Q98827065
Robbie,Q19819744
Robbin,Q98826750
Robbin,Q88023655
Robbins,Q41593642
Robbrecht,Q21148444
Robby,Q2156163
Robbyn,Q66264114
Robbyne,Q77090824
Robeel,Q116365187
Robeilys,Q116727367
Rober,Q60589664
Roberdeau,Q64358393
Roberdina,Q21143626
Roberson,Q102259678
Robert,Q22569259
Robert,Q4927937
Robert Alan,Q66619319
Robert Andrew,Q67152022
Robert Anthony,Q61642114
Robert Charles,Q99646025
Robert Cooper,Q59556810
Robert Dwayne,Q100281202
Robert Edward,Q100268186
Robert Eugene,Q59479431
Robert George,Q61437356
Robert James,Q57911378
Robert John,Q52146367
Robert Joseph,Q60331532
Robert Lee,Q60984092
Robert Louis,Q99348900
Robert Michael,Q58643648
Robert Peter,Q58643358
Robert Philip,Q65564790
Robert Stanley,Q60458708
Robert William,Q60522180
Robert-Alain,Q66619328
Robert-André,Q27981719
Robert-Jan,Q107321416
Robert-Lucien,Q113866607
Robert-Pierre,Q86589182
Roberta,Q18194774
Robertas,Q2043855
Roberte,Q60691789
Roberth,Q21000307
Robertha,Q21000313
Robertina,Q12800296
Robertine,Q60589665
Robertino,Q43536534
Roberto,Q15905580
Roberto Alfredo,Q53109317
Roberto Andrés,Q67152038
Roberto Antonio,Q89573218
Roberto Antonio Sebastian Matta,Q104214954
Roberto Carlos,Q61792367
Roberto Jonás,Q92014882
Roberto Juaquin Ygnacio,Q79607796
Roberts,Q16280961
Roberts,Q22569259
Robertson,Q25114573
Robertt,Q112186152
Robertus,Q7352154
Roberval,Q112916529
Robh,Q28923905
Robi,Q96656984
Robi,Q19968324
Robie,Q95725761
Robin,Q1158139
Robin Hugh,Q58007577
Robin Peter,Q80701524
Robina,Q65560430
Robine,Q20000795
Robinette,Q89286597
Robinhood,Q108991294
Robins,Q98582414
Robinson,Q21401463
Robjorg,Q16424539
Robleto,Q113937596
Robley,Q111042621
Robo,Q96652038
Robo,Q96653278
Robow,Q96653281
Robow,Q96652039
Robrecht,Q18066226
Robsahm,Q110043771
Robson,Q20630256
Robustiana,Q52236346
Robustiano,Q16597471
Roby,Q19968326
Robyn,Q19830622
Robynn,Q87749318
Robynne,Q87750602
Roc,Q26740016
Rocca,Q104620625
Rocchetta,Q104620618
Rocchina,Q104621457
Rocco,Q19768445
Roch,Q11057790
Roch-Pamphile,Q60589666
Rocha,Q91250423
Roche,Q50840739
Rochel,Q98777161
Rochelle,Q495579
Rochester,Q113623147
Rochford,Q111039518
Rochfort,Q78468331
Rochild,Q61455351
Rochla,Q106145795
Rochus,Q19688751
Rocio,Q20001006
Rock,Q60589667
Rocke,Q60589668
Rockelle,Q113446823
Rockeya,Q111047793
Rockliffe,Q98777162
Rockne,Q55380193
Rockwell,Q88543078
Rockwood,Q115042057
Rocky,Q3939822
Rocus,Q21142823
Rocío,Q7220104
Rod,Q19819742
Roda,Q61052042
Rodan,Q3502424
Rodante,Q111738323
Rodarius,Q113338734
Rodd,Q107069718
Rodda,Q108274097
Roddam,Q105752789
Roddam,Q104628387
Roddie,Q97354592
Roddie,Q86605824
Roddy,Q60585667
Rode,Q61957864
Rodelinda,Q104620361
Rodell,Q75751781
Roden,Q56259297
Roderic,Q19731290
Roderich,Q2161045
Roderick,Q18978420
Rodericus,Q12901846
Rodericus (nomen),Q12901846
Roderigo,Q28733041
Roderigo,Q4927979
Roderik,Q25936886
Roderyk,Q25936899
Rodes,Q108384778
Rodger,Q27870310
Rodher,Q100082356
Rodica,Q22002291
Rodier,Q116953321
Rodion,Q65258457
Rodion,Q21127485
Rodions,Q112083204
Rodión,Q21127485
Rodman,Q30128888
Rodmar,Q10656320
Rodmond,Q98777163
Rodnei,Q112620114
Rodney,Q16597664
Rodobaldo,Q111655060
Rodolf,Q72549729
Rodolfa,Q104621456
Rodolfina,Q104621455
Rodolfine,Q20202923
Rodolfo,Q3438276
Rodolfo Miguel,Q71850687
Rodoljub,Q24911816
Rodolph,Q54806918
Rodolpha,Q107724408
Rodolphe,Q18010027
Rodolphe-Théophile,Q19688752
Rodolpho,Q21285964
Rodolphus,Q7357234
Rodomił,Q9311556
Rodrad,Q29550357
Rodrick,Q79543836
Rodrigo,Q4927979
Rodrigo César,Q62091257
Rodrigo José,Q62983734
Rodrigue,Q14945158
Rodrigues,Q61740902
Rodrik,Q105906534
Rodriques,Q98927898
Rodriquez,Q101052775
Rodryg,Q115258637
Rodrygo,Q115856924
Rodsław,Q9311598
Rodwin,Q81902628
Rodín,Q100455662
Roe,Q19681546
Roe,Q69523598
Roedolf,Q21143629
Roee,Q98417802
Roel,Q966830
Roeland,Q2538103
Roelandina,Q21147271
Roelandus,Q21148445
Roelant,Q66475710
Roelf,Q20747801
Roelfien,Q21148446
Roelfina,Q21143108
Roelfje,Q21148447
Roelfjen,Q21145443
Roelien,Q106114983
Roeliff,Q108145544
Roelina,Q21143382
Roelof,Q2161431
Roeloffina,Q21146265
Roelofina,Q21142495
Roelofje,Q21142337
Roelofjen,Q21147272
Roelofke,Q21148448
Roemer,Q65589181
Roeslan,Q2031009
Roewan,Q98777164
Roey,Q102340290
Rofiat,Q26741561
Rofilio,Q116659484
Rofn,Q16424635
Rogan,Q98777165
Rogat,Q9311715
Rogatien,Q60589669
Rogatien,Q63344043
Rogatien-Louis-Olivier,Q65558011
Rogatus,Q69515505
Roge,Q108595561
Rogeli,Q112099655
Rogelia,Q18987075
Rogelio,Q3940070
Rogen,Q24134236
Roger,Q4396274
Roger,Q4925304
Roger David,Q70019518
Roger Georges,Q98204997
Roger John,Q99541395
Roger Keith,Q67203096
Roger Laurent Valentin,Q98205125
Roger Marie,Q53721001
Roger-Alfred,Q115508994
Roger-Félix,Q43388907
Roger-Gérard,Q23805560
Roger-Henry,Q117812741
Roger-Jean,Q19687120
Roger-Louis,Q19687121
Roger-Michel,Q113262722
Roger-Vincent,Q65767806
Rogera,Q22255798
Rogerio,Q21285927
Rogers,Q29533562
Rogerson,Q105504323
Rogert,Q30132229
Rogez,Q20161981
Rogier,Q21031079
Rogina,Q21148450
Rogn,Q16424637
Rogneda,Q113415525
Rognvald,Q30835525
Rogéria,Q116196087
Rogério,Q7359583
Rohaan,Q116367511
Rohais,Q101421556
Roham,Q81906628
Rohan,Q2162146
Rohana,Q113646638
Rohat,Q20000800
Rohel,Q116289677
Rohene,Q55632766
Rohese,Q63537332
Rohini,Q27916930
Rohit,Q7359756
Roi,Q60580325
Roimata,Q69204903
Roin,Q94526474
Roine,Q10656415
Rois,Q91099219
Roisin,Q60777419
Roisin,Q7386521
Roj,Q2162518
Roja,Q98545480
Rojda,Q20000962
Rojin,Q20001990
Rojina,Q7359932
Rojo,Q114365768
Rojoni,Q113641665
Rojs,Q48776991
Rok,Q69511734
Rok,Q16280984
Rok-gi,Q69515140
Rok-hyeon,Q69515173
Rokan,Q110954758
Rokan,Q96656985
Rokas,Q1770408
Rokeby,Q111549347
Rokeya,Q100321954
Rokhaya,Q64170482
Roki,Q12800368
Rokia,Q3439881
Rokiatou,Q113989589
Rokku,Q107529454
Roko,Q108344298
Roko,Q28751123
Roksan,Q104181256
Roksana,Q21041534
Roksanda,Q108548689
Roksano,Q582903
Roku,Q96675773
Rokuemon,Q109059028
Rokun,Q96656986
Rokurō,Q1572608
Rokus,Q21142064
Rokusuke,Q56424908
Roky,Q111303675
Rokūemon,Q109058926
Rol,Q43388713
Rola,Q23066957
Rolan,Q61605772
Roland,Q1068487
Roland Henri Louis,Q98205009
Roland-Benoît,Q19687123
Rolanda,Q20523659
Rolandas,Q2163118
Rolande,Q19869432
Rolandina,Q104620750
Rolando,Q2163131
Rolands,Q25929425
Rolandus,Q107600747
Roldano,Q104546074
Roldán,Q101069812
Roleff,Q108853295
Rolf,Q2163153
Rolf-Dieter,Q107985884
Rolf-Hermann,Q107987117
Rolf-Peter,Q111602140
Rolfe,Q93772475
Rolfo,Q18039509
Rolien,Q105526724
Rolieny,Q63969540
Rolin,Q19968327
Rolina,Q21145446
Roline,Q107274014
Rolla,Q91815984
Rollan,Q110821183
Rolland,Q18953442
Rollande,Q60589670
Rolle,Q113128175
Rollemann,Q114567531
Roller,Q23005647
Rolles,Q42308385
Rolleston,Q111048158
Rollie,Q20716377
Rollin,Q23891487
Rollins,Q108322394
Rollit,Q98827198
Rollo,Q28035458
Rolof,Q113482003
Roloff,Q98827200
Rolph,Q98777166
Rolt,Q91396501
Rolton,Q100768696
Rolv,Q33120696
Roly,Q63969572
Rom,Q101427567
Rom,Q69523705
Roma,Q3940408
Romaan,Q117244654
Romaeus,Q1069139
Romain,Q21654787
Romain-Octave,Q60589671
Romaine,Q19968594
Romal,Q99438346
Romaldas,Q15842959
Roman,Q933726
Roman,Q30724063
Romana,Q855830
Romanas,Q1553704
Romanca,Q20523702
Romane,Q20000966
Romanella,Q104620765
Romanina,Q104620490
Romanita,Q104620696
Romann,Q42746560
Romano,Q18182625
Romanoz,Q90643621
Romanus,Q18182626
Romany,Q83387962
Romare,Q88002963
Romaric,Q3441140
Romarico,Q47018739
Romario,Q63111477
Romary,Q83387962
Romary,Q96764914
Romary,Q65177420
Romaryk,Q47018890
Romas,Q2164999
Romasis,Q2165004
Romayne,Q111364728
Rombartus,Q21143383
Rombertus,Q21147274
Romboldus,Q113004323
Rombout,Q21142319
Rome,Q98557812
Romea,Q28751095
Romed,Q2165048
Romedi,Q19968328
Romedio,Q115929548
Romedius,Q105359271
Romeel,Q114179423
Romeesa,Q116367512
Romek,Q116938645
Romel,Q19902094
Romelia,Q21148452
Romelle,Q74060939
Romello,Q64034626
Romelu,Q61781453
Romeny,Q110250296
Romeo,Q4844117
Romeo,Q1069139
Romer,Q64481873
Romero,Q21285863
Romesh,Q61467525
Romet,Q81905143
Romeu,Q13050022
Romey,Q26211658
Romeyn,Q104885709
Romi,Q1250729
Romi,Q12800400
Romia,Q24069275
Romie,Q19689530
Romil,Q103481383
Romilda,Q1498039
Romildo,Q21401545
Romilio,Q97751616
Romilla,Q66725295
Romilly,Q107352517
Romina,Q12800403
Rominigue,Q62274452
Romiz,Q116250498
Romke,Q21143026
Romkje,Q21145453
Rommel,Q108301434
Rommert,Q19596897
Rommy,Q116209601
Rommy,Q111242155
Romney,Q63805976
Romoaldo,Q105675407
Romol,Q96652041
Romola,Q1250739
Romolina,Q104621453
Romolo,Q4471000
Romone,Q93092191
Romuald,Q19938339
Romuald-Charlemagne,Q60589672
Romualda,Q9322609
Romualdas,Q1601873
Romualdo,Q10951228
Romualds,Q48774730
Romul,Q113461303
Romula,Q1250739
Romulo,Q4471000
Romulus,Q19842123
Romutis,Q22813935
Romy,Q168434
Romà,Q21780141
Román,Q30724063
Román,Q18182624
Romána,Q855830
Romário,Q21286026
Romão,Q106044937
Romée,Q110449558
Roméo,Q45368503
Romāns,Q30724063
Romāns,Q48774721
Ron,Q69523563
Ron,Q2165388
Ron-Robert,Q106385303
Rona,Q20000535
Rona,Q98926196
Ronald,Q2532287
Ronald Anthony,Q91010683
Ronald Frederick,Q64735063
Ronald Leslie,Q58955789
Ronald Stephen,Q58231375
Ronald William,Q64836125
Ronalda,Q108453650
Ronaldas,Q22914708
Ronaldo,Q19819804
Ronaldo (Ismlar),Q19819804
Ronaldo José,Q55244733
Ronalds,Q48779831
Ronaldu,Q19819804
Ronaldus,Q21651712
Ronali,Q116811641
Ronan,Q7788402
Ronayne,Q113128098
Ronda,Q20899010
Rondinei,Q116161697
Ronee,Q105395248
Ronen,Q19838692
Roneé,Q116069813
Rong,Q111467792
Rong,Q96099633
Rong,Q69523583
Rongac,Q96651109
Rongay,Q96675774
Rongay,Q96656987
Rongbin,Q115281349
Roni,Q18760952
Roni,Q39138438
Roni,Q64516381
Ronia,Q20002277
Ronie,Q63125313
Roniel,Q18760953
Ronin,Q109558292
Ronis,Q112962660
Ronisia,Q115209431
Ronit,Q2213931
Ronit,Q23889317
Ronitt,Q23891106
Ronivaldo,Q110376303
Ronja,Q2165982
Ronna,Q60333985
Ronna-Rae,Q55759025
Ronnaug,Q11998892
Ronne,Q107736245
Ronney,Q112946898
Ronni,Q113288236
Ronni,Q19968336
Ronnie,Q7365778
Ronnier,Q74455124
Ronny,Q117599
Ronson,Q107636916
Rontarius,Q88071171
Rony,Q20000974
Ronya,Q20002277
Roobert,Q61957905
Roodal,Q67229626
Rooke,Q115739472
Rookehurst,Q96294418
Rookes,Q109575123
Rookje,Q21142198
Rooksie,Q21148453
Roolf,Q108859886
Roomer,Q35548338
Roomet,Q88576544
Rooney,Q16281002
Roopa,Q48724258
Roope,Q11891201
Roos,Q2917316
Roosa,Q47775367
Roosevelt,Q59140836
Roosi,Q93113464
Roosje,Q21141934
Roosmarijn,Q105944789
Ropapa,Q97750980
Roparz,Q60691791
Rope,Q61957849
Roper,Q60487964
Ropes,Q110279238
Roque,Q16290976
Roque Antonio Adames,Q55222092
Rorgon,Q3442014
Rorgono,Q3442014
Roring,Q96656988
Rork,Q98777167
Rory,Q2166362
Ros,Q75135531
Ros-Marie,Q114515904
Rosa,Q57703683
Rosa,Q1640276
Rosa Elvira,Q100998945
Rosa Estefania,Q62604571
Rosa Estefanía,Q62604571
Rosa Gladys,Q62577206
Rosa Maria,Q23011424
Rosa María,Q53651140
Rosa Montserrat,Q83147569
Rosa Núria,Q66819628
Rosa Victòria,Q61829971
Rosa de Santa María Antonia,Q79607735
Rosa-Marie,Q113501642
Rosabel,Q102056986
Rosabelle,Q27942759
Rosabianca,Q108804714
Rosaire,Q27922395
Rosalba,Q3941290
Rosalda,Q19968598
Rosaldo,Q113237677
Rosaleen,Q7367165
Rosalia,Q7367174
Rosalie,Q1043457
Rosaliena,Q21147276
Rosalina,Q21142230
Rosalind,Q20165788
Rosalinda,Q1315204
Rosalinde,Q27820728
Rosaline,Q21147277
Rosalino,Q42867333
Rosalio,Q117087684
Rosaltha,Q112876275
Rosalva,Q113182284
Rosalvo,Q21286095
Rosalyn,Q20899012
Rosalynn,Q110146356
Rosalía,Q20011821
Rosamaria,Q60794030
Rosamond,Q7367291
Rosamonde,Q108548690
Rosamund,Q50819224
Rosamunde,Q104290684
Rosan,Q19914348
Rosana,Q12800431
Rosanagh,Q101075333
Rosanda,Q20523719
Rosandra,Q99535430
Rosane,Q21286039
Rosangela,Q116025262
Rosanina,Q107467002
Rosann,Q98777168
Rosanna,Q2603416
Rosanne,Q21646100
Rosara,Q107346220
Rosaria,Q16281011
Rosarietta,Q104621450
Rosarina,Q104621449
Rosario,Q1069827
Rosata,Q116234288
Rosaura,Q4877658
Rosbjorg,Q16424576
Rosborg,Q16424578
Roscelin,Q85854573
Roschen,Q44312844
Roscher,Q4396274
Roscislawa,Q9323449
Roscoe,Q1533871
Rose,Q3585338
Rose Andrée,Q65767807
Rose Marie,Q83444741
Rose Mary,Q56555874
Rose-Anne,Q65523757
Rose-Blanche,Q65767809
Rose-Elvire,Q65767810
