Name,WikidataID
Abigael,Q19826147
Abigail,Q2769157
Abigaile,Q117277110
Abigaille,Q54650017
Abigayle,Q76451047
Abigaëlle,Q2821625
Abigaïl,Q76450323
Abigaïl,Q2769157
Abigél,Q76450051
Abihail,Q4667729
Abija,Q11684134
Abijah,Q19998421
Abikaz,Q12835364
Abike,Q116756067
Abil,Q114999866
Abilene,Q9138270
Abili,Q18324283
Abilij,Q18324283
Abilio,Q57498855
Abily,Q18324283
Abimael,Q53386905
Abimbola,Q89797552
Abimelet,Q114356360
Abin,Q96652441
Abina,Q11684135
Abinadi,Q109452172
Abinash,Q20001084
Abinaya,Q20001070
Abing,Q96652445
Abing,Q96652093
Abiodun,Q100786784
Abiola,Q27772882
Abir,Q19869320
Abir,Q110391439
Abir,Q4666490
"Abir, Abeer",Q116365944
Abiram,Q2540503
Abirami,Q20001090
Abis,Q96651607
Abis,Q96652096
Abisali,Q116364157
Abisana,Q20001099
Abisch,Q115301580
Abish,Q109336199
Abisha,Q69364114
Abishai,Q88178913
Abishana,Q20001107
Abisiwine,Q112635123
Abisz,Q109336199
Abit,Q96652448
Abit,Q96652098
Abital,Q3236554
Abitala,Q3236554
Abitala,Q9138291
Abitali,Q3236554
Abiáta,Q480288
Abla,Q22929653
Abla,Q60589150
Ablade,Q21069212
"Ablah, Abla, Ablaa",Q116365945
Ablamba,Q109558412
Ablassé,Q113686025
Ablavi,Q110456944
Abner,Q9138312
Abney,Q113128159
Abnildo,Q64785309
Abnody,Q18208951
Abo,Q96655924
Aboagye,Q4668198
Aboagyewaa,Q116727449
Abodji,Q116793299
Aboh,Q96655965
Abol,Q27548813
Abolfazl,Q4668244
Abolghasem,Q108689265
Abolhassan,Q61030217
Abondi,Q19796101
Abondio,Q60794734
Aboni,Q113653212
Aboobacker,Q29574102
Abou,Q20155897
Abou Aouf,Q64956487
Aboubacar,Q24069194
Aboubakar,Q111425752
Aboubakary,Q95725569
Aboud,Q30093842
Aboudou,Q116793215
Abqurah,Q116365946
Abra,Q9138352
Abrad,Q116364158
Abrah,Q87340811
Abraham,Q4055996
Abraham,Q17997608
Abraham Alberto,Q61750134
Abraham-Joseph,Q56617631
Abrahamina,Q21142967
Abrahammina,Q21147387
Abrahamus,Q65823019
Abrahan,Q63430773
Abrahem,Q107170504
Abrahão,Q56438774
Abram,Q98146955
Abram,Q323415
Abrama,Q21147388
Abramina,Q21143039
Abramine,Q21147389
Abramo,Q19766373
Abramovitch,Q61021288
Abramson,Q111739936
Abraomas,Q113028645
Abrar,Q116365947
Abrar,Q45781400
Abrar,Q117186955
Abrash,Q116364159
Abril,Q18608239
Abron,Q21559357
Abrone,Q21559357
Absalom,Q61970857
Absalom,Q19273860
Absalon,Q19274345
Absalón,Q19274347
Absbert,Q2822014
Absi,Q116364161
Absolon,Q480911
Absolón,Q480911
Abt'hi,Q116364162
Abu,Q20160527
Abu,Q96651608
Abu,Q96652101
Abu Bakar,Q334826
Abu Bakr,Q334826
Abu Bakr (desambiguação),Q334826
Abu Bakr (khu-pia̍t),Q334826
Abu Bakr (suna),Q334826
Abu Hamza,Q256080
Abu al Khayr,Q116364163
Abu'l-Fadl,Q106287271
Abu-Bakr,Q334826
Abu-Torab,Q115715490
Abubakar,Q30093849
Abubakirowitsch,Q113990409
Abubakr,Q37478129
Abuchi,Q97751085
Abudemio,Q3603861
Abudulla,Q114152846
Abugpoka,Q112632615
Abugre,Q111628835
Abukar,Q32904766
Abul,Q115000626
Abul-Hassan,Q116364164
Abumere,Q62396184
Abun,Q96652450
Abun,Q96652104
Abun,Q96655967
Abund,Q108866087
Abundancio,Q64549094
Abundancja,Q19796087
Abundancjusz,Q19796092
Abundantius,Q64549094
Abundio,Q3603322
Abundius,Q104918380
Abundâncio,Q64549094
Abung,Q96655969
Abura,Q96651609
Abus,Q96652451
Abut,Q96652453
Abuy,Q96655971
Abuy,Q96652107
Abuy,Q96652456
Abwan,Q96655974
Aby,Q19967721
Aby,Q110268524
Abyad,Q116364165
Abyan,Q116364166
Abygaël,Q112224755
Abzal,Q4670793
Abzari,Q116364167
Abélia,Q481635
Abílio,Q21285870
Abú Bakr,Q334826
Acacia,Q94579019
Acacio,Q15332145
Acacius,Q21558953
Acalus,Q98651209
Acam,Q96650902
Acamas,Q27779267
Acar,Q97486296
Acario,Q3603913
Acaste,Q97924503
Accepted,Q114668557
Accorsa,Q20017829
Accursa,Q104622769
Accursia,Q104622794
Accursio,Q3604207
Accursiu,Q3604207
Ace,Q38998326
Aceh,Q96655977
Acelin,Q9138768
Aceline,Q20017830
Acepsima,Q3604242
Acet,Q96655979
Acfred,Q4060276
Acha,Q25114777
Achacja,Q11684209
Achacjusz,Q19998129
Achacy,Q60331036
Achala,Q47531128
Achard,Q20017831
Acharya,Q96204159
Achatius,Q15781389
Achatz,Q23868157
Achaz,Q23885849
Achaz,Q112607452
Acheson,Q28651684
Achetes,Q117477575
Achiel,Q27104418
Achileas,Q67193835
Achilla,Q104622784
Achille,Q340285
Achille-Ferdinand,Q27920071
Achillea,Q104622789
Achilleas,Q67193835
Achilleas / Achille,Q67193835
Achilles,Q18086783
Achilles / Achilléas,Q67193835
Achilli,Q67193700
Achillina,Q104622767
Achilléas,Q67193835
Achim,Q340348
Achim (inuem),Q340348
Achimelech,Q4673772
Achinoam,Q106104717
Achintya,Q98163024
Achiropita,Q3604446
Achisch,Q340531
Achiuta,Q1994329
Achkar,Q23045997
Achmed,Q20001115
Achour,Q10399349
Achraf,Q48688056
Achren,Q116759947
Achsah,Q88542307
Aci,Q96652109
Aci,Q96652459
Acie,Q4674148
Acilio,Q3604572
Aciliu,Q3604572
Acillino,Q3733352
Acin,Q96652465
Acindino,Q15056357
Acing,Q96652112
Acing,Q96652469
Aciscle,Q104383095
Acisclo,Q3604577
Acisclus,Q104383100
Aciscolo,Q104383061
Acke,Q116837062
Ackermann,Q111072815
Ackland,Q92238354
Acklom,Q51753393
Ackroyd,Q89867423
Aclan,Q94151570
Acland,Q92155507
Acmon,Q56361884
Aco,Q56292034
Acoy,Q96650507
Acquanetta,Q9138947
Acracio,Q84567336
Acruto,Q106874152
Acsád,Q482014
Acton,Q21396327
Acu,Q96652118
Acu,Q96652474
Acuhiko,Q4817756
Acuhiro,Q16154400
Acuk,Q96652475
Acuko,Q9161797
Acung,Q96652120
Acung,Q96652477
Acuo,Q4817789
Acuzio,Q3604870
Acuši,Q4817792
Acworth,Q107404531
Acy,Q81902424
Acyuta,Q1994329
Acácio,Q2634123
Acél,Q482079
Ad,Q101427435
Ad,Q16001700
Ad'ifaah,Q116365965
Ada,Q105872896
Ada,Q346047
Ada Augusta,Q63061870
Adab,Q116365953
"Adab, Aadab",Q116365956
Adachiara,Q111431477
Adad,Q108894817
Adaeze,Q60674876
Adair,Q21079678
Adal,Q96652647
Adal,Q96650509
Adala,Q115819556
Adalard,Q85852598
Adalardo,Q104413323
Adalbald,Q20017832
Adalberg,Q16420266
Adalbergur,Q16420268
Adalbero,Q19970361
Adalbert,Q347243
Adalberta,Q24046163
Adalberto,Q18190437
Adalberts,Q112232902
Adalbjorg,Q16420272
Adalbjorn,Q16420275
Adalbjort,Q16420278
Adalbod,Q20017833
Adalborg,Q16420280
Adalborgar,Q16420284
Adalbéron,Q19970361
Adaldag,Q20017835
Adalene,Q115777617
Adalet,Q80433104
Adalfredo,Q56051948
Adalfridur,Q16420293
Adalgaria,Q20017837
Adalgeir,Q16420296
Adalger,Q20017838
Adalgis,Q30765456
Adalgisa,Q2823902
Adalgiso,Q3604960
Adalgiza,Q9139224
Adalgod,Q20017839
Adalgott,Q116948417
Adalgrim,Q20017840
Adalgunde,Q20017841
Adalheidur,Q16420299
Adalhilde,Q20017842
Adalia,Q110555428
Adaline,Q65718650
Adalira,Q116162393
Adalmar,Q107542752
Adalmiina,Q98880624
Adalmiro,Q21289175
Adalmund,Q20017843
Adalmundur,Q16420302
Adalnot,Q348263
Adalrad,Q20017844
Adalrada,Q20017845
Adalradur,Q16420308
Adalram,Q21544159
Adalrico,Q3604963
Adalrik,Q47088957
Adalryk,Q30086849
Adalsinde,Q29550235
Adalsteina,Q16420313
Adalsteinunn,Q16420322
Adaltrude,Q29550237
Adalveig,Q16420336
Adalward,Q348332
Adalwin,Q9139222
Adalwina,Q11684257
Adam,Q97958847
Adam,Q347181
Adam,Q97958873
Adam,Q104007147
Adam Richard,Q59261564
Adama,Q115743720
Adama,Q21096165
Adamantios,Q97958808
Adamaris,Q114679174
Adamie,Q98776935
Adamina,Q9140658
Adamira,Q108548276
Adamma,Q11684409
Adamnan,Q9140660
Adamo,Q18107466
Adamos,Q97958851
Adamos,Q65048411
Adamou,Q116793216
Adamowitsch,Q113858677
Adams,Q29969393
Adamson,Q107636836
Adamus,Q352161
Adamántios,Q97958808
Adan,Q96652121
Adana,Q11684416
Adani,Q100138683
Adao,Q20155784
Adaobi,Q100275501
Adaora,Q56119941
Adar,Q20001118
Adara,Q9140722
Adares,Q73302219
Adarsh,Q28169238
Adas,Q22914764
Adaukt,Q9140726
Adaukta,Q9140723
Adauto,Q21286040
Adawang,Q96650903
Adawi,Q116364171
Adawiyah,Q116365959
Aday,Q96652650
Aday,Q96650904
Aday,Q96652123
Adaś,Q20650239
Adbeel,Q114174673
Adbourhamane,Q116793300
Adbul-Qawi,Q116364172
Adbulkadir,Q97751051
Adcock,Q116001868
Adda,Q107742505
Adda,Q107317460
Adda,Q20576000
Addam,Q50234285
Addamu,Q25929368
Addar,Q9140736
Adderley,Q62078792
Adderly,Q98651210
Addi,Q352883
Addie,Q26338799
Addington,Q98651211
Addis,Q3605113
Addison,Q21069215
Addisu,Q117352692
Addisyn,Q96738695
Addji,Q108527374
Addo,Q63111027
Addold,Q111599925
Addolorata,Q55830761
Addula,Q9140758
Addy,Q16419069
Addy,Q110796303
Addys,Q27688863
Addý,Q16419069
Ade,Q15056358
Adea,Q20002047
Adebayo,Q21069216
Adebisi,Q4681471
Adebiyi,Q111072840
Adebowale,Q57780284
Adedamola,Q112862575
Adedapo,Q108529682
Adedayo,Q80803387
Adedeji,Q98651213
Adee,Q111046456
Adeeb,Q116364173
Adeeba,Q116365960
Adeel,Q100144529
Adeel,Q116364174
Adeela,Q116185630
Adeelah,Q116365962
Adeele,Q56617810
Adeem,Q106817862
Adeena,Q116365963
Adeeva,Q116365964
Adefonsus,Q111652325
Adegoke,Q114592231
Adeimantos,Q45836579
Adekola,Q48981795
Adekunle,Q60269805
Adel,Q9140864
Adel,Q13410754
"Adel, Adil",Q116364176
Adela,Q16146675
Adelaida,Q19693344
Adelaide,Q354633
Adelaine,Q37661659
Adelais,Q21153711
Adelajda,Q12783966
Adelajdo,Q39163911
Adelar,Q107169016
Adelard,Q3605162
Adelardo,Q20141225
Adelasia,Q98400292
Adelayo,Q80803718
Adelbert,Q21147391
Adelberta,Q21143677
Adelberth,Q116419282
Adelbertus,Q21147396
Adelca,Q104622766
Adelchi,Q3605167
Adele,Q354370
Adelee,Q63341784
Adelelma,Q104622765
Adelelmo,Q64219736
Adelfa,Q50895352
Adelfia,Q117196420
Adelfina,Q104622763
Adelfo,Q3605189
Adelgonda,Q98754683
Adelgonde,Q76527222
Adelgunde,Q21147398
Adelgunde,Q98754683
Adelgundes,Q76527222
Adelhaid,Q57050775
Adelhaidis,Q21153711
Adelheid,Q4057477
Adelheid Walpurga,Q111461835
Adelheida,Q21147401
Adelheide,Q21146350
Adelia,Q18043408
Adelice,Q47015605
Adelien,Q115744500
Adelin,Q21069220
Adelina,Q1820345
Adelina,Q113031209
Adelinda,Q503594
Adelinde,Q335937
Adeline,Q16001784
Adelino,Q4681967
Adelio,Q23994242
Adelisa,Q3605206
Adelita,Q25853986
Adeliza,Q61399925
Adella,Q77596720
Adelle,Q60606852
Adello,Q85128993
Adelma,Q19258397
Adelmar,Q21286041
Adelme,Q115612095
Adelmina,Q104622761
Adelmira,Q104622759
Adelmire,Q2824229
Adelmiro,Q55713093
Adelmo,Q3605215
Adelmár,Q55713082
Adelphe,Q19965906
Adelrich,Q19967473
Adelyn,Q116507900
Adelyne,Q113655721
Adelynn,Q111530688
Adelīna,Q48719571
Adem,Q11481844
Ademar,Q13957919
Ademara,Q104622757
Ademaro,Q55231696
Ademir,Q21285751
Ademola,Q26822099
Aden,Q27116634
Adena,Q18606088
Adene,Q105942461
Adenike,Q101001185
Adeniran,Q56643446
Adeniyi,Q99506452
Adenolfo,Q104665922
Adenor,Q115144060
Adeodat,Q105790823
Adeodata,Q503785
Adeodato,Q54841531
Adeodatus,Q69236752
Adeodát,Q503782
Adeodáta,Q503785
Adeola,Q28358883
Adeoti,Q106485694
Adeoye,Q115259278
Aderbal,Q21286044
Aderica,Q104622756
Aderim,Q56299766
Aderito,Q3605263
Adesewo,Q72632104
Adesh,Q61444319
Adeshina,Q99481612
Adesina,Q9140835
Adessa,Q3817139
Adetayo,Q63101014
Adetokunboh,Q72611059
Adetomiwa,Q27897152
Adewale,Q4682409
Adey,Q65560814
Adeyemi,Q111072720
Adeyinka,Q100708525
Adger,Q96009758
Adham,Q4682458
Adhamh,Q4682468
Adhanom,Q23905950
Adhemar,Q19962295
Adhita,Q11684431
Adhora,Q113857029
Adhurim,Q56299782
Adhyayan,Q60483681
Adhémar,Q19915071
Adi,Q4682579
Adia,Q18209036
Adib,Q23308492
Adiba,Q11684432
Adidjatou,Q110396497
Adie,Q82291282
Adiel,Q28645579
Adiel,Q16419077
Adiel,Q21520041
Adil,Q9140864
Adila,Q11684435
Adila,Q113538507
Adilah,Q104650263
"Adilah, Adila, Adeela",Q116365968
Adile,Q357255
Adilia,Q116941984
Adilio,Q15991716
Adilkhan,Q104907168
Adilson,Q19967474
Adilə,Q357255
Adin,Q28457883
Adina,Q357313
Adina,Q48780230
Adina,Q3605355
Adinda,Q105641625
Adine,Q60589151
Adinolfa,Q104622755
Adio,Q63101025
Adionilla,Q48816838
Adipepe,Q71602910
Adis,Q20000809
Adisa,Q20000050
Adislasse,Q108168390
Adit,Q117212061
Adita,Q117226970
Aditi,Q357589
Aditya,Q81426713
Adiuto,Q3605366
Adiutore,Q3605368
Adiva,Q29315038
Adiy,Q116364179
Adja,Q110268276
Adjaratou,Q110955223
Adjei,Q57551560
Adji,Q98786015
Adjia,Q98776936
Adjiedji,Q113462424
Adjo,Q110914662
Adjo,Q66760629
Adjoavi,Q113586725
Adjoua,Q2824497
Adjovi,Q115194501
Adjutor,Q60589152
Adl,Q116364180
Adla,Q31891433
Adla,Q98776938
Adla,Q2824510
Adlai,Q20788502
Adlen,Q114324359
Adler,Q18606140
Adleta,Q5311569
Adley,Q97285002
Adli,Q115987741
Adline,Q110832715
Adlène,Q4683328
Adléta,Q5311569
Adma,Q62762463
Admeto,Q3605379
Admilson,Q55936889
Admilton,Q62573132
Admir,Q4683616
Admira,Q28751209
Admira,Q504231
Admiral,Q97123531
Admiranda,Q29550317
Admirim,Q56299783
Admiror,Q56299785
Adn,Q116365969
Adna,Q16001852
Adnam,Q105709937
Adnan,Q359360
"Adnan, Adnan",Q116364181
Adnana,Q12783980
Adnane,Q65767145
Adne,Q112133885
Ado,Q2824680
Ado,Q96650905
Adolar,Q107521647
Adolf,Q18145837
Adolf Ludvig,Q83856983
Adolf Ludwig,Q83857426
Adolfa,Q505008
Adolfas,Q364943
Adolfe,Q117707040
Adolfina,Q505008
Adolfina,Q18437717
Adolfine,Q364960
Adolfo,Q364977
Adolfína,Q60457857
Adolph,Q18526132
Adolphe,Q365625
Adolphe-Charles,Q59652977
Adolphe-Gustave,Q56617893
Adolphe-Joseph-Louis,Q58136971
Adolphe-Kamebo,Q65177061
Adolphe-Louis,Q115624338
Adolphe-Marie,Q64787047
Adolphe-Marthe,Q105959008
Adolphe-Philippe,Q60589153
Adolphina,Q20167598
Adolphine,Q21142901
Adolpho,Q21286045
Adolphus,Q365967
Adolár,Q505331
Adomas,Q366030
Adon,Q505357
Adona,Q104622780
Adoncia,Q11684476
Adone,Q3605503
Adonella,Q104622754
Adonijah,Q88542596
Adoniram,Q62016594
Adonis,Q104625974
Adonis,Q81275750
Adonis,Q19828169
Adonis,Q81300696
Adonisz,Q505365
Adonnis,Q63969790
Adop,Q96650513
Adophus,Q107636818
Ador,Q114878564
Adora,Q25301498
Adoracion,Q5658250
Adoración,Q5658250
Adoranda,Q104622753
Adorata,Q104622779
Adorato,Q3605517
Adoree',Q96694337
Adorjan,Q505437
Adorján,Q505437
Adorna,Q104622751
Adorno,Q3605574
Adoukonou,Q116762155
Adra,Q9141207
Adrasta,Q104622781
Adrasto,Q3605587
Adren,Q76402058
Adri,Q20830298
Adria,Q3605594
Adriaan,Q17497496
Adriaantje,Q21141848
Adriaen,Q4684789
Adrial,Q100275510
Adrian,Q372250
Adrian,Q112126109
Adrian,Q67636036
Adriana,Q67641381
Adriana,Q374807
Adriana,Q67640270
Adriana Fatima,Q61744227
Adriana Fátima,Q61744227
Adrianaus,Q21147405
Adriane,Q3229101
Adriani,Q111072861
Adrianis,Q21147406
Adrianna,Q20087965
Adrianne,Q16001876
Adriano,Q12344670
Adrians,Q48719087
Adrianu,Q17497761
Adrianus,Q17497662
Adriatik,Q56299776
Adrie,Q20830301
Adrieanus,Q21145532
Adriel,Q16419074
Adriel,Q51995847
Adriele,Q3605803
Adrien,Q18145211
Adrien Edy,Q98204812
Adrien-Aime,Q19914140
Adrien-Aimé,Q19914140
Adrien-Henri,Q70085725
Adrien-Marie,Q64787081
Adriena,Q60457873
Adriene,Q111967599
Adrienn,Q16010058
Adrienn / Edrienn,Q377369
Adrienne,Q377369
Adries,Q21146351
Adriian,Q112126109
Adrija,Q48719111
Adrijaantje,Q21147407
Adrijan,Q112126109
Adrijan,Q12784001
Adrijana,Q20002050
Adrijano,Q12784000
Adrika,Q115678380
Adrin,Q110857238
Adrina,Q10401518
Adrine,Q69886076
Adris,Q112232921
Adrista,Q4685816
Adrià,Q17497613
Adrián,Q18201504
Adriënne,Q20853432
Adroaldo,Q21285976
Adrsta,Q4685816
Adry,Q20830306
Adrían,Q33093428
Adríel,Q16419074
Adsaya,Q20001126
Adu,Q96652126
Aduel,Q110453468
Aduko,Q112635138
Adula,Q47015602
Adulphe,Q66429656
Adunni,Q110545854
Adup,Q91909661
Adur,Q59154560
Adur,Q78143491
Aduramigba,Q63101037
Aduratu,Q3605517
Adurthi,Q21069221
Aduz Zahir,Q116364182
Adva,Q106679687
Adva,Q106679709
Adwani,Q117466773
Adwoa,Q4686918
Ady,Q43371406
Adya,Q25114092
Adyan,Q116364183
Adye,Q54873484
Adysangela,Q55739039
Adysângela,Q55739039
Adzer,Q112133998
Adzusa,Q58787414
Adán,Q18107469
Adão,Q20155784
Adèle,Q18175375
Adèle-Rosalie,Q98701487
Adéjoké,Q116521479
Adél,Q31181156
Adéla,Q20019221
Adélard,Q27922404
Adélaïde,Q62102498
Adélina,Q114346837
Adélino,Q108595660
Adémar,Q60691756
Adéodat,Q19914405
Adésio,Q61927369
Adíel,Q16419077
Adílio,Q15991716
Adílson,Q21285975
Adólf,Q16419079
Adīna,Q48780230
Ae,Q69512427
Ae-gyeong,Q69511988
Ae-jeong,Q16001934
Ae-ju,Q69514210
Ae-ra,Q69509812
Ae-ran,Q69508232
Ae-ri,Q69508793
Ae-sim,Q69511845
Ae-sin,Q104716885
Aeci,Q794615
Aecio,Q117803961
Aecio,Q794615
Aed,Q2825500
Aedan,Q30133220
Aedin,Q66882113
Aefgen,Q111732556
Aegid,Q19967475
Aegidius,Q252934
Aegyd,Q107605230
Aegydius,Q105778524
Aela,Q20001129
Aelbert,Q21147408
Aelbrecht,Q106956837
Aelia,Q20203751
Aelidis,Q104066387
Aelig,Q2825528
Aelis,Q100537877
Aelita,Q48720299
Aelius,Q21029404
Aeliz,Q104065665
Aelred,Q2825532
Aelze,Q21147410
Aemi,Q2825533
Aemilia,Q18180952
Aemilian,Q75560219
Aemiliana,Q115625859
Aemilius,Q23773657
Aeneas,Q20000656
Aeng,Q69523629
Aengus,Q4687817
Aenne,Q21400640
Aennie,Q116530338
Aenor,Q48770176
Aerdt,Q50823035
Aerith,Q111321233
Aernou,Q108168407
Aernoud,Q62758199
Aernout,Q21056451
Aernschd,Q19688253
Aeron,Q9141603
Aeronwen,Q9141601
Aeronwy,Q21936649
Aert,Q104858068
Aeshi,Q30091684
Aet,Q43953148
Aetios,Q794615
Aetios (filosofi),Q794615
Aetius,Q794615
Aezio,Q794615
Afaaq,Q116364184
Afaf,Q2825694
Afafe,Q65767146
Afag,Q65277964
Afan,Q96650906
Afanasij,Q29652874
Afanasij,Q23773259
Afanasijs,Q110492562
Afanassi,Q29652874
Afanassi,Q19834163
Afanassija,Q108371350
Afanasy,Q29652874
Afanasy,Q16001979
Afaq,Q65277964
Afaq,Q16001982
Afas,Q96650907
Afeef,Q116364185
Afeefa,Q116365970
Afeerah,Q116365971
Afeez,Q65083571
Afef,Q67581555
Aferdita,Q105690853
Afet,Q382158
Affan,Q116364186
Affie,Q66826882
Affoh,Q116793217
Affonso,Q21285815
Affortunata,Q104622749
Affoué,Q2826096
Afgansyah,Q100547488
Afham,Q116364188
Afia,Q108094096
Afida,Q2826113
Afidati,Q63725860
Afie,Q98651214
Afiena,Q21146352
Afif,Q4689237
Afif (nom),Q4689237
"Afif, Afeef",Q116364189
Afifa,Q12956062
Afifah,Q116365973
Afimico,Q114239474
Afina,Q20853434
Afine,Q21147411
Afiwavi,Q113586752
Afiyah,Q116365974
Afiyat,Q115751472
Afizah,Q116365975
Afke,Q13134439
Aflaḥ,Q106512433
Afnan,Q20001140
Afo,Q96650908
Afo,Q96650514
Afoda,Q116793218
Afolarin,Q71191255
Afon,Q16010127
Afong,Q116373786
Afonso,Q2085286
Afra,Q598081
Afra,Q3606267
"Afra, Afraa",Q116365977
Afrah,Q116365979
Afram,Q97751254
Afran,Q105604068
Afranio,Q21285871
Afraz,Q116364190
Afreen,Q4689445
Africa,Q6172568
Africanus,Q521106
Afrim,Q54888008
Afrim,Q20001146
Afrin,Q111427188
Afriyie,Q56501889
Afro,Q42867261
Afrodisio,Q104411647
Afrodita,Q56388202
Afrodite,Q26233763
Afroditi,Q20853441
Afroditi,Q98564847
Afroditi,Q114607732
Afroditi-Piteni,Q20853440
Afrodité,Q96192482
Afrodyta,Q9141765
Afrodyzja,Q9141770
Afrodyzy,Q104411658
Afroz,Q113389587
Afroza,Q111670640
Afroze,Q116365980
Afrykan,Q9141799
Afrà,Q11904261
Afrânio,Q21285871
Afsa,Q116365981
Afsahne,Q388643
Afsana,Q115782166
Afsana,Q116365982
Afsaneh,Q116470639
Afshan,Q30131575
Afsheen,Q116365983
Afshin,Q4440906
Aftab,Q54824151
Aftab,Q116364191
Afton,Q66247006
Afua,Q28731692
Afy,Q115929332
Afya,Q116365985
Afzal,Q66730495
Afzall,Q11957000
Afërdita,Q10402540
Afíf,Q4689237
Afşar,Q96777541
Afşın,Q107947780
Agaate,Q65257780
Agaath,Q20853447
Agafanel,Q60180569
Agafangel,Q60180405
Agafangel,Q19901915
Agafangel,Q3606375
Agafia,Q16487713
Agafiya,Q16487713
Agafja,Q16487713
Agafodor,Q19893796
Agafon,Q58040345
Agafon,Q19893803
Agafonika,Q19893812
Agag,Q57445818
Agah,Q105035379
Agam,Q39139588
Agamemnon,Q514891
Agamennone,Q104370538
Agami,Q36635087
Agan,Q20000057
Aganetha,Q98651215
Aganoor,Q84261704
Agapa,Q20658283
Agape,Q3606347
Agapetus,Q18978263
Agapia,Q63409640
Agapion,Q515050
Agapit,Q30036771
Agapita,Q11684580
Agapito,Q1130594
Agapitós,Q101977631
Agapiusz,Q9141858
Agapiya,Q19893820
Agapy,Q25114129
Agar,Q76083563
Agar,Q1056895
Agaron,Q66616239
Agash,Q20001153
Agassiz,Q96694092
Agasura,Q4383919
Agat,Q19893826
Agata,Q18638495
Agatangel,Q3606375
Agatangelo,Q3606375
Agatangelo,Q104408770
Agate,Q18638498
Agatha,Q221396
Agathangelos,Q104626060
Agathangelos,Q3606375
Agathangelos,Q60180405
Agathe,Q18638496
Agatho,Q21147413
Agathoklis,Q96475221
Agathon,Q15975379
Agathon,Q104626039
Agathon,Q58040937
Agathus,Q21147415
Agatina,Q110367838
Agatino,Q43382225
Agatocle,Q20009605
Agatoclio,Q5659681
Agatodoro,Q3606384
Agaton,Q62107500
Agaton,Q16487704
Agatone,Q47463688
Agatone,Q58040937
Agatonik,Q9141982
Agatonika,Q9141985
Agav,Q25114128
Agave,Q101427538
Agavva,Q18922660
Agazia,Q104622747
Agazio,Q47461771
Agbani,Q104425376
Agbéré,Q116793301
Agbéyomé,Q116793302
Agda,Q10403123
Agdon,Q21020451
Age,Q21143192
Age,Q65260027
Ageeda,Q111600117
Ageeth,Q20853456
Ageh,Q96651610
Ageh,Q96651680
Ageha,Q100891493
Agenes,Q21147416
Agenor,Q1497667
Agenore,Q42858716
Ager,Q23946912
Agesander,Q393037
Agesilao,Q4439734
Agesilaos,Q104542835
Agesilau,Q104542837
Agesilaus,Q104542842
Agesilaüs,Q104542833
Agesipolis,Q393055
Aggela,Q106642234
Aggelina,Q98545405
Aggelis,Q97932283
Aggelo,Q98545403
Aggelos,Q97931938
Aggeo,Q48803535
Aggeus,Q516290
Aggeusz,Q516290
Aggie,Q98651216
Aggrey,Q30093864
Aggripina,Q90735092
Aghakazim,Q100604619
Agharr,Q116364192
Aghasi,Q23688663
Aghasura,Q4383919
Aghitella,Q65767147
Aghvan,Q26902707
Aghvan,Q4692464
Aghásura,Q4383919
Agi,Q96652129
Agi,Q40465909
Agica,Q12784013
Agide,Q43382374
Agie,Q21143128
Agih,Q96652655
Agija,Q48719813
Agil,Q96652659
Agilolf,Q117839038
Agilulfo,Q3606570
Agim,Q4692554
Agin,Q96652661
Agina,Q21144088
Agincourt,Q108150976
Agis,Q98557769
Agis,Q96655982
Agis,Q394055
Agis (Name),Q98557769
Agis-Léon,Q63241125
Agit,Q96652131
Agita,Q48719442
Agith,Q27548804
Agix,Q96655985
Agla,Q16419108
Aglae,Q110319617
Aglae,Q16144148
Aglaia,Q2620790
Aglaja,Q517046
Aglaonice,Q114878210
Aglaé,Q16144148
Aglaë,Q115662938
Aglionby,Q116257152
Aglája,Q517046
Agmund,Q29550239
Agmánd,Q517054
Agnaldo,Q21285873
Agnar,Q3480266
Agnata,Q65645830
Agne,Q48718365
Agne,Q4926003
Agnea,Q18638483
Agnella,Q517080
Agnelle,Q98555080
Agnello,Q3606622
Agnellus,Q9142170
Agnelo,Q21285978
Agnes,Q394431
Agnes Josiane Monique,Q65767148
Agnesa,Q20000403
Agnesa,Q76712883
Agnese,Q15622784
Agnessa,Q76712501
Agnessa,Q4056988
Agneta,Q3354746
Agnete,Q20557570
Agnetha,Q21143679
Agnethe,Q30073020
Agnetta,Q21147418
Agnew,Q56064801
Agneya,Q16058229
Agneza,Q108548278
Agneša,Q76710131
Agni,Q59080509
Agni,Q59080725
Agni (Vorname),Q59080509
Agnia,Q4056991
Agnielle,Q65767149
Agnieszka,Q16161911
Agnieta,Q20853457
Agnietje,Q21145536
Agnija,Q4056991
Agnija,Q48718382
Agnis,Q48718474
Agnita,Q21142801
Agnitha,Q21147420
Agnoldomenico,Q111537463
Agnoletta,Q116764190
Agnolo,Q97782921
Agnulina,Q65767150
Agnès,Q19689363
Agnès-Lilith,Q63725861
Agnė,Q395150
Ago,Q25522176
Agon,Q395238
Agoney,Q59151564
Agop,Q60557955
Agoritsa,Q115640520
Agostina,Q17486305
Agostinho,Q20819853
Agostino,Q18645188
Agota,Q15781863
Agouta,Q116793219
Agra,Q48780554
Agrafena,Q23754990
Agrefena,Q23754990
Agricol,Q19914345
Agricola,Q106620323
Agricola,Q3606860
Agripina,Q5660038
Agripino,Q105185046
